example_id,context_id,domain,context,question,claim,claim_gold_label,existing_atom_count,gold_atom_count,gold_atom_1,gold_atom_1_nli,gold_atom_2,gold_atom_2_nli,gold_atom_3,gold_atom_3_nli,gold_atom_4,gold_atom_4_nli,gold_atom_5,gold_atom_5_nli,decomposition_complete,faithful_to_claim,annotation_status,annotator_id,review_notes
medical_stress_0192,devfs_b3_med_003,medical,"İlaç güvenliği, bir ilacın talep edilmesiyle başlayan ve hastaya uygulandıktan sonra ortaya çıkan etkilerin izlenmesine kadar devam eden çok aşamalı bir hasta güvenliği alanıdır. Doğru ilaç, doğru hasta, doğru doz, doğru uygulama yolu ve doğru zaman gibi temel kontrollerin birlikte yürütülmesi gerekir. İlaçların saklanması, hazırlanması, dağıtılması ve uygulanması sırasında standart yöntemlerin kullanılması hata riskini azaltır. Sağlık çalışanlarının eğitimi, olayların kayıt altına alınması ve süreçlerin düzenli olarak izlenmesi de güvenliğin önemli parçalarıdır. Amaç yalnız meydana gelen hataları bildirmek değildir; riskli basamakları önceden tanımak ve benzer olayların tekrarını önleyecek düzenlemeler yapmaktır. İlaç güvenliği klinik kararın yerini almaz, fakat kararın güvenli biçimde uygulanmasını destekleyen sistematik bir çerçeve sağlar. Benzer isimli veya benzer görünümlü ilaçların ayrılması ve yüksek riskli ilaçlara özel önlem alınması da süreç güvenliğini güçlendirir.",İlaç güvenliği hangi süreçleri içerir ve hata riskinin azaltılmasında hangi yöntemlerden yararlanılır?,İlaç güvenliği istemden uygulama sonrası izlemeye kadar uzanır. Olayların kayıt altına alınması güvenlik sürecinin dışında yürütülür.,partially_supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0007,devfs_b2_med_005,medical,"Güvenli hasta transferi, hastanın hastane içinde bir birimden diğerine veya başka bir sağlık kuruluşuna nakledilmesi sırasında bakımın sürekliliğini ve güvenliği korumayı amaçlar. Süreç, transfer kararının verilmesiyle başlar ve hastanın hedef birime güvenli biçimde teslim edilmesiyle tamamlanır. Bu süre boyunca yalnız hastanın klinik durumu değil, transferde kullanılan cihaz ve ekipmanın güvenliği de gözetilir. Hastaya ilişkin gerekli bilgilerin doğru biçimde aktarılması, uygun personel ve araçların belirlenmesi ve olası risklere karşı hazırlık yapılması istenmeyen olayları azaltır. Güvenli transfer yalnız ambulansla yapılan kurumlar arası nakli kapsamaz; hastane içindeki birimler arasında gerçekleştirilen yer değişiklikleri de aynı yaklaşımın içindedir. Temel hedef, yer değişikliği sırasında bakımın kesintiye uğramamasıdır. Transferi teslim alan ekibe klinik bilgilerin doğru ve eksiksiz aktarılması da bu sürekliliğin önemli bir unsurudur.",Güvenli hasta transferi hangi aşamaları kapsar ve transfer sırasında nelere dikkat edilmelidir?,Güvenli transfer hem hastane içi hem kurumlar arası nakilleri kapsar. Süreçte cihaz ile ekipman güvenliği de gözetilir.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0022,devfs_b5_med_004,medical,"Okul Çağı Çocuklarda İşitme Tarama Programı, doğumdan sonra gelişebilen işitme kayıplarının erken fark edilmesini ve gerekli tedavinin gecikmeden başlatılmasını amaçlar. Program kapsamında ilkokul birinci sınıf öğrencilerine okul ortamında tarama odyometri cihazıyla işitme testi uygulanır. Tarama, kesin tanı koyan uzman muayenesinin yerine geçmez. Testte işitme kaybı şüphesi bulunan çocuklar kulak burun boğaz uzmanına yönlendirilir ve gerekli takipleri planlanır. İşitme kaybı çocuğun konuşma gelişimini, dikkatini, öğrenmesini ve sosyal işlevlerini etkileyebileceği için erken müdahale önemlidir. Çocuk daha önce yenidoğan işitme taramasından geçmiş olsa bile sonradan enfeksiyon, travma veya genetik nedenlerle işitme sorunu gelişebilir. Ailelerin işitme ve konuşma gelişimini izlemeyi sürdürmesi gerekir. Tarama sonucu normal olsa bile sonradan ortaya çıkan işitme veya konuşma belirtilerinde çocuk yeniden sağlık değerlendirmesine götürülmelidir.",Okul çağı işitme taraması kimlere uygulanır ve şüpheli sonuç çıktığında ne yapılır?,İlkokul birinci sınıf öğrencilerine odyometriyle tarama yapılır. İşitme kaybı şüphesi bulunan çocuklar uzman değerlendirmesine yönlendirilir.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0033,devfs_b6_med_003,medical,"Çölyak hastalığı, genetik yatkınlığı bulunan kişilerde buğday, arpa ve çavdar gibi tahıllardaki glutene karşı gelişen bağışıklık yanıtının ince bağırsakta hasar oluşturduğu kronik bir hastalıktır. Karın ağrısı, şişkinlik, ishal, kansızlık, kilo kaybı veya büyüme geriliği gibi farklı belirtiler görülebilir; bazı kişilerde bulgular hafif olabilir. Tanı yalnız belirtilere bakılarak konmaz. Serolojik testler ve gerekli durumlarda uzman değerlendirmesiyle tanı süreci yürütülür. Etkin tedavi, glutenin yaşam boyu diyetten çıkarılmasıdır. Çok küçük miktarda gluten bile belirtilerin sürmesine ve bağırsak hasarının devam etmesine yol açabilir. Glutensiz ürünlerin hazırlanmasında çapraz bulaşmanın önlenmesi, etiketlerin okunması ve beslenme yeterliliğinin sağlık ekibiyle izlenmesi önemlidir. Diyete başlamak tanısal değerlendirmeden önce test sonuçlarını etkileyebilir. Beslenme planında doğal olarak glutensiz besinlerin dengeli biçimde kullanılması da önem taşır.",Çölyak hastalığında gluten bağırsakları nasıl etkiler ve glutensiz diyet tedavide nasıl bir rol oynar?,Çölyak hastalığında gluten ince bağırsakta bağışıklık aracılı hasara yol açabilir. Etkili tedavi glutenin yaşam boyu diyetten çıkarılmasıdır.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0038,devfs_b3_med_004,medical,"Akılcı Laboratuvar Kullanımı çalışmaları, laboratuvar testlerinin doğru klinik soruya uygun biçimde istenmesini ve sonuçların standart, anlaşılır raporlarla sunulmasını hedefler. Uygulama kamu, üniversite ve özel sağlık kuruluşlarındaki laboratuvarların yanı sıra genetik tanı merkezlerini de kapsar. Gereksiz test istemlerinin azaltılması, klinisyen ile laboratuvar uzmanı arasındaki iletişimin güçlendirilmesi ve doğru tanıya katkı sağlayacak testlerin seçilmesi temel amaçlar arasındadır. Konsültasyon, test onayı, refleks test uygulamaları ve sonuç raporlarının uyumlaştırılması bu yaklaşımın araçlarındandır. “Bu Test Nerede Yapılıyor?” sistemi de belirli bir testin hangi sağlık kuruluşlarında çalışıldığını bulmayı kolaylaştırır. Akılcı kullanım, bütün testleri azaltmak anlamına gelmez; klinik gereksinime uygun testin doğru zamanda ve doğru yöntemle kullanılmasını amaçlar. Test istemi ve sonuç yorumlama süreçlerinde laboratuvar uzmanından danışmanlık alınması, gereksiz tekrarların önlenmesine de katkı sağlar.",Akılcı Laboratuvar Kullanımının kapsamı ve temel hedefleri nelerdir?,Uygulama farklı türdeki sağlık laboratuvarlarını ve genetik tanı merkezlerini kapsar. Gereksiz testleri azaltırken klinik gereksinime uygun test seçimini destekler.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0044,devfs_b6_med_004,medical,"Karbonmonoksit renksiz, kokusuz ve tatsız olduğu için insan duyularıyla fark edilmesi güç, zehirli bir gazdır. Soba, şofben, kombi, jeneratör ve araç motorlarında yakıtın yetersiz yanması sonucunda oluşabilir; kapalı ve iyi havalandırılmayan ortamlarda hızla birikebilir. Gaz solunum yoluyla kana geçerek dokulara oksijen taşınmasını bozar. Baş ağrısı, baş dönmesi, halsizlik, bulantı, bilinç bulanıklığı ve ileri durumda koma görülebilir. Zehirlenmeden şüphelenildiğinde kişi zaman kaybetmeden temiz havaya çıkarılmalı, ortam güvenli biçimde havalandırılmalı ve 112 Acil Çağrı Merkezi aranmalıdır. Kişi kendini iyi hissetse bile tıbbi değerlendirme geciktirilmemelidir. Gaz kaynağı ve baca sistemi yetkili kişilerce kontrol edilmeden yakıtlı cihazlar yeniden kullanılmamalıdır. Aynı ortamda bulunan diğer kişiler de belirti göstermeseler bile maruziyet açısından değerlendirilmelidir. Erken oksijen desteği gerekebilir.",Karbonmonoksiti fark etmek neden zordur? Zehirlenme şüphesinde ilk olarak ne yapılmalıdır?,Karbonmonoksit renksiz ve kokusuz olduğu için fark edilmesi güçtür. Şüphede kişi temiz havaya çıkarılır ve 112 aranır.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0053,devfs_b7_med_002,medical,"Epilepsi nöbeti sırasında temel amaç kişinin güvenliğini sağlamak ve nöbetin doğal seyrini tamamlamasına izin vermektir. Çevrede yaralanmaya yol açabilecek sert veya keskin eşyalar uzaklaştırılmalı, kişinin başının altına yumuşak bir destek konulmalı ve sıkı giysileri gevşetilmelidir. Kasılmaları zorla durdurmaya çalışmak, kişiyi sıkıca tutmak veya ağzına kaşık, parmak ya da başka bir cisim yerleştirmek doğru değildir. Nöbet bittikten sonra solunumun rahat olması için kişi uygun biçimde yan çevrilebilir. Nöbet sırasında yiyecek, içecek veya ilaç verilmemelidir. Nöbet beş dakikadan uzun sürerse, art arda tekrarlarsa, kişi yaralanırsa, ilk nöbetiyse veya bilinci açılmazsa 112 Acil Servisten yardım istenmelidir.",Epilepsi nöbeti sırasında kişinin güvenliği nasıl sağlanır? Hangi durumlarda 112 aranmalıdır?,Nöbet sırasında çevredeki tehlikeli eşyalar uzaklaştırılır ve kişinin ağzına cisim konmaz. Nöbet uzarsa veya bilinç açılmazsa 112 aranır.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0056,devfs_b3_med_001,medical,"Kan güvenliği, kanın bağışçıdan alınmasından hastaya uygulanmasına ve uygulama sonrasındaki izlemlere kadar uzanan bütün süreci kapsar. Süreç; bağışçının işlem öncesinde bilgilendirilmesi, kanın uygun koşullarda alınması, hazırlanması ve test edilmesi, bileşenlerin doğru etiketlenmesi ile stokların izlenmesini içerir. Transfüzyonun eğitimli sağlık personeli tarafından doğru hastaya ve doğru ürünle yapılması hasta güvenliği açısından önemlidir. Kan ve kan bileşenlerine bağlı istenmeyen olayların kaydedilmesi, değerlendirilmesi ve gerektiğinde düzeltici önlem alınması hemovijilans sisteminin parçasıdır. Bu yaklaşım yalnız laboratuvar testlerinden ibaret değildir; bağışçı seçimi, ürünün taşınması, klinik uygulama ve olay bildirimi arasında kesintisiz bir kalite zinciri kurulmasını gerektirir. Düzenli kayıt ve izleme, tekrar eden risklerin belirlenmesine ve uygulamaların geliştirilmesine yardımcı olur. Sürecin her basamağında izlenebilirlik, doğru ürünün doğru hastaya ulaştırılması ve sorumlulukların belirlenmesi için düzenli kayıt tutulur.",Kan güvenliği hangi aşamaları kapsar ve hemovijilansın bu süreçteki işlevi nedir?,"Kan güvenliği bağışçı seçimi ile başlayıp kan bileşeninin hastaya uygulanmasına kadar sürer. Hemovijilans, transfüzyonla ilişkili istenmeyen olayların kaydedilip değerlendirilmesini destekler.",supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0059,devfs_b4_med_004,medical,"Vertigo, kişinin kendisinin ya da çevresinin dönüyormuş gibi algılanmasıdır ve tek başına bir hastalık değil, farklı nedenlerle oluşabilen bir belirtidir. Benign paroksismal pozisyonel vertigoda iç kulaktaki küçük kalsiyum parçacıkları normal konumlarından ayrılarak denge kanallarının başka bir bölümüne geçer. Şikâyet çoğu zaman yataktan kalkma veya başı çevirme gibi hareketlerle aniden başlar, yoğun olabilir ve saniyeler ya da dakikalar içinde azalır. Bu tabloda işitme kaybı veya kulak çınlaması beklenen temel bulgular değildir. Tanıda baş ve gövdeye belirli pozisyonlar verilen muayene manevraları kullanılır. Tedavide parçacıkları normal konumuna yönlendiren repozisyon manevraları uygulanabilir; bazı hastalarda manevranın tekrarlanması gerekebilir. Manevralar sağlık değerlendirmesi sonrasında uygulanır ve baş dönmesinin diğer nedenleri ayırıcı tanıda göz önünde tutulur. Bu değerlendirme, gereksiz ilaç kullanımının önlenmesine de yardımcı olur.","Pozisyonel vertigo neden oluşur, hangi belirtileri gösterir ve nasıl tedavi edilir?",Pozisyonel vertigo baş hareketleriyle kısa süren ataklar oluşturabilir. Tedavide repozisyon manevraları kullanılabilir.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0087,devfs_b7_med_004,medical,"Astım, hava yollarında mikrobik olmayan iltihap ve değişken daralmayla seyreden kronik bir hastalıktır. Nefes darlığı, hırıltı, göğüste baskı ve tekrarlayan öksürük atakları görülebilir. İnhaler ilaçlar doğrudan hava yollarına ulaştığı için düşük dozla etkili tedavi sağlayabilir. Ancak cihazın yanlış kullanılması, ilacın yeterli miktarda akciğere ulaşmasını engeller. Genel uygulamada önce nefes dışarı verilir, cihazın türüne uygun biçimde ilaç alınırken derin nefes çekilir ve ardından nefes kısa süre tutulur. Cihaz tekniği sağlık personeli tarafından gösterilmeli ve kontrollerde yeniden değerlendirilmelidir. Kortizon içeren inhalerlerden sonra ağız ve boğazın suyla çalkalanması önerilir. Tedavi dozu ve cihaz türü hekim tarafından belirlenir; belirtiler azaldığında ilaç kendiliğinden kesilmemelidir.",İnhaler cihazın doğru kullanılması neden önemlidir? Kortizon içeren cihazlardan sonra hangi ağız bakımı yapılmalıdır?,Yanlış inhaler tekniği ilacın akciğere yeterince ulaşmasını engelleyebilir. Kortizon içeren cihazdan sonra ağız suyla çalkalanmalıdır.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0090,devv2_med_enabiz,medical,"e-Nabız, farklı sağlık kuruluşlarında oluşan sağlık verilerinin internet ve mobil cihazlar üzerinden görüntülenmesini sağlayan kişisel sağlık kaydı sistemidir. Kullanıcı; muayene, tetkik ve tedavi bilgilerine tek noktadan erişebilir ve tıbbi geçmişini yönetebilir. Sağlık profesyonelleri bu kayıtlara kendiliğinden sınırsız biçimde ulaşmaz. Kişinin verdiği, süresi ve kapsamı belirlenmiş yetki çerçevesinde kayıtlar hekim tarafından değerlendirilebilir. Bu yapı, teşhis ve tedavi sürecinde sağlık geçmişinin görülmesini ve hasta ile hekim arasındaki iletişimin güçlenmesini amaçlar. Sistem, sağlık kuruluşunun yerine tedavi sunan bağımsız bir klinik hizmet değildir; sağlık bilgilerinin güvenli biçimde erişilmesini ve paylaşılmasını destekleyen bir altyapıdır.",e-Nabız hangi sağlık bilgilerine erişim sağlar ve hekimler bu kayıtlara hangi koşullarda ulaşabilir?,"e-Nabız, farklı sağlık kuruluşlarındaki kayıtları tek noktadan görüntülemeyi sağlar. Hekim erişimi kişinin verdiği süreli ve sınırlı yetkiye bağlı olabilir.",supported,,,,,,,,,,,,,,,pending,,
medical_stress_0093,devfs_b6_med_006,medical,"Sigara bırakma poliklinikleri, tütün ve tütün ürünlerine bağlı fiziksel, psikolojik ve davranışsal bağımlılığın değerlendirilmesi, tedavisi ve uzun dönem takibi için hizmet verir. İlk görüşmede kişinin tütün kullanım öyküsü, bırakma isteği, daha önceki denemeleri ve sağlık durumu ele alınır. Nikotin bağımlılık düzeyi bilimsel ölçeklerle değerlendirilebilir ve kişiye uygun bırakma planı hazırlanır. Uygun hastalarda nikotin yerine koyma tedavileri veya ilaç tedavileri planlanabilir. Davranışsal danışmanlık, motivasyonel görüşme ve düzenli kontrol, bırakma sürecinin önemli parçalarıdır. Tedavi bütün başvuranlara aynı biçimde verilmez; kişinin bağımlılık düzeyi, hastalıkları ve kullandığı ilaçlar dikkate alınır. Bırakma sırasında yeniden sigara kullanılması sürecin tamamen başarısız olduğu anlamına gelmez ve plan sağlık ekibiyle yeniden değerlendirilebilir. Bırakma planı sırasında yoksunluk belirtileri ve yeniden başlama riski de düzenli olarak izlenir.",Sigara bırakma polikliniğinde bağımlılık nasıl değerlendirilir ve tedavi neden kişiye göre planlanır?,"Poliklinikte nikotin bağımlılığı ve sağlık durumu değerlendirilir. Tedavi, kişiye özel danışmanlık ve uygun görülen ilaç seçenekleriyle planlanır.",supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0106,devv2_ma_med_002,medical,"Pulmoner rehabilitasyon, kronik solunum hastalığı bulunan kişilerin nefes darlığını azaltmayı, egzersiz kapasitesini artırmayı ve günlük yaşamlarını daha bağımsız sürdürmelerini amaçlayan kapsamlı bir programdır. Programa kabul öncesinde hastanın solunum işlevleri, egzersiz toleransı, günlük yaşam kısıtlılıkları ve eşlik eden gereksinimleri değerlendirilir. Uygulama yalnızca egzersizden oluşmaz. Bireyselleştirilmiş egzersiz eğitiminin yanında hasta eğitimi, davranış değişikliği, beslenme düzenlemesi ve psikososyal destek gibi bileşenler içerebilir. KOAH başta olmak üzere astım, bronşektazi, interstisyel akciğer hastalıkları, kistik fibrozis ve bazı nöromüsküler hastalıklarda kullanılabilir. Akciğer cerrahisi öncesi veya sonrasında da programa başvurulabilir. Hastanın durumuna ve merkezin imkânlarına göre rehabilitasyon hastanede yatarak, ayaktan izlemle veya ev ortamında yürütülebilir. Programın planı hastanın belirtileri ve işlevsel kapasitesi değiştikçe yeniden değerlendirilebilir; uygulama tek tip bir reçete olarak düşünülmez. Bu nedenle programın içeriği, başlangıç değerlendirmesinden elde edilen bulgulara göre ekip tarafından kişiye özgü biçimde planlanır.",Pulmoner rehabilitasyon kimlere uygulanabilir ve programda hangi bileşenler yer alır?,"Pulmoner rehabilitasyon kronik solunum hastalıklarında nefes darlığını ve işlev kaybını azaltmayı hedefler. Program kişiye özel egzersizin yanında eğitim, beslenme ve psikososyal destek içerebilir.",supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0117,devfs_b2_med_001,medical,"Güvenli cerrahi uygulamaları, ameliyat öncesi, sırası ve sonrasında önlenebilir hataları azaltmayı amaçlayan hasta güvenliği çalışmalarının bir parçasıdır. Dünya Sağlık Örgütünün “Güvenli Cerrahi Hayat Kurtarır” projesi temel alınarak Türkiye’de sağlık kuruluşlarının kullanacağı standart bir kontrol formu hazırlanmış ve 2009 yılında uygulamaya sunulmuştur. Güvenli Cerrahi Kontrol Listesi; doğru hastaya doğru işlemin uygulanması, kimlik doğrulamanın uygun biçimde yapılması ve ekip tarafından kritik adımların gözden geçirilmesi için ortak bir çerçeve sağlar. Listenin etkili kullanımı, cerrahi alan enfeksiyonları ile diğer komplikasyonlara bağlı ölüm riskinin azaltılmasına katkı sunar. Kontrol listesi, klinik kararın yerine geçen tek başına bir belge değil, güvenli bakım adımlarının atlanmamasını destekleyen standartlaştırılmış bir araçtır. İlgili rehber ve formlar, sağlık kuruluşlarında kritik kontrol basamaklarının sistematik biçimde uygulanmasına yardımcı olur.",Güvenli Cerrahi Kontrol Listesi Türkiye’de nasıl kullanılıyor ve temel amacı nedir?,"Türkiye’ye özgü Güvenli Cerrahi Kontrol Listesi 2009 yılında kullanıma sunulmuştur. Liste, doğru hasta ve doğru işlem doğrulamasını destekleyerek komplikasyonların azaltılmasına katkı sağlar.",supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0119,devfs_b1_med_005,medical,"Malnütrisyon; enerji, protein veya diğer besin ögelerinin yetersiz alınmasının vücut yapısı, işlevleri ve klinik sonuçlar üzerinde ölçülebilir olumsuz etki oluşturduğu beslenme durumudur. Bu sorun yalnız kilo kaybıyla sınırlı değildir. Yağsız vücut kitlesinin azalması, yara iyileşmesinin gecikmesi, yaşam kalitesinin düşmesi, hastanede kalış süresinin uzaması ve tedavi giderlerinin artmasıyla ilişkili olabilir. Hastaneye yatan kişilerde beslenme yetersizliği başvuru sırasında bulunabileceği gibi hastalık ve tedavi sürecinde de gelişebilir. Nütrisyon destek ekipleri, beslenme riski taşıyan hastaların değerlendirilmesi ve uygun beslenme desteğinin planlanması için oluşturulur. Destek ağızdan beslenmenin düzenlenmesini, tüple beslenmeyi veya gerekli durumlarda damar yoluyla beslenmeyi içerebilir. Amaç, hastanın gereksinimine uygun ve güvenli bir beslenme planı oluşturarak komplikasyon riskini azaltmaktır. İzlem sırasında plan hastanın klinik durumuna göre güncellenebilir.",Malnütrisyonun klinik etkisi ve nütrisyon destek ekibinin işlevi nedir?,Malnütrisyon yara iyileşmesini geciktirebilir. Hastanede kalış süresini uzatabilir.,supported,1,,,,,,,,,,,,,,pending,,
medical_stress_0126,devv2_ma_med_001,medical,"Sağlık Bakanlığının emzirme programı, bebeğin doğumdan hemen sonra emzirilmeye başlanmasını destekler. Yaşamın ilk altı ayında bebeğe su dâhil başka bir besin verilmeden yalnız anne sütü önerilir. Altıncı aydan sonra uygun tamamlayıcı besinlere geçilirken emzirmenin iki yaş ve ötesine kadar sürdürülmesi amaçlanır. Anne sütü hem kısa hem uzun vadede anne ve çocuk sağlığını destekler. Bebek Dostu Hastane yaklaşımında anne adayları gebelik döneminden itibaren emzirmenin yararları ve yöntemleri hakkında bilgilendirilir. Doğumdan sonra anne ile bebeğin erken temas kurmasına ve emzirmenin başlamasına yardım edilir. Sağlık personeli, annelere doğru emzirme tekniği ve süt üretiminin sürdürülmesi konusunda destek verir. Program, emzirmeyi yalnızca doğum anındaki bir uygulama olarak değil, izlem ve danışmanlık gerektiren bir süreç olarak ele alır. Bu destek, annenin bebeğinden ayrı kaldığı dönemlerde süt üretimini nasıl sürdürebileceğine ilişkin danışmanlığı da kapsayabilir.",Emzirme döneminde temel beslenme önerileri nelerdir ve sağlık kuruluşları anneleri nasıl destekler?,Bebeklerin ilk altı ay yalnız anne sütüyle beslenmesi önerilir. Sağlık kuruluşları da doğumdan sonra emzirmenin başlaması ve sürdürülmesi için annelere eğitim ve destek sağlar.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0129,devfs_b5_med_005,medical,"Obezite, besinlerle alınan enerjinin harcanan enerjiden uzun süre fazla olması sonucunda vücutta yağ dokusunun artmasıyla ortaya çıkan kronik bir hastalıktır. Fiziksel aktivitenin azalması, enerji yoğun beslenme alışkanlıkları, yaş, genetik özellikler ve çevresel koşullar risk üzerinde etkili olabilir. Obezite kalp-damar hastalıkları, hipertansiyon, diyabet, bazı kanserler, solunum sorunları ve kas-iskelet sistemi hastalıkları için riski artırabilir. Korunmada tek bir kısa süreli diyet yerine sürdürülebilir beslenme düzeni, düzenli fiziksel aktivite, uyku düzeni ve davranış değişikliği önem taşır. Değerlendirme kişinin yaşı, sağlık durumu ve yaşam koşulları dikkate alınarak yapılmalıdır. Tedavide sağlık profesyonellerinin izlemi gerekebilir; yalnız tartıdaki kısa dönem değişim bütün sağlık risklerini tek başına göstermez. Kilo yönetiminde kısa süreli sonuçlardan çok kalıcı yaşam biçimi değişikliklerinin sürdürülmesi ve sağlık risklerinin birlikte izlenmesi hedeflenir.","Obezite nasıl gelişir, hangi hastalıklarla ilişkilidir ve korunmak için nasıl bir yaklaşım gerekir?",Obezite uzun süreli enerji fazlası sonucunda yağ dokusunun artmasıyla gelişebilir. Dengeli beslenme ve düzenli fiziksel aktivite korunmada önemlidir.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0132,devv2_ma_med_006,medical,"Hasta kan yönetimi, hastanın kendi kanını korumaya, kan kaybını azaltmaya ve gereksiz kan transfüzyonunu önlemeye odaklanan kanıta dayalı bir yaklaşımdır. Uygulama yalnız kan ürününün verilmesi anına değil, hastanın bütün tedavi sürecine yayılır. Ameliyat öncesinde kansızlığın belirlenmesi ve uygun şekilde tedavi edilmesi, işlem sırasında kan kaybının azaltılması ve hastanın kansızlığa dayanıklılığının desteklenmesi temel bileşenler arasındadır. Transfüzyon kararı yalnız tek bir laboratuvar değerine dayanmaz; hastanın klinik durumu, kanama bulguları, eşlik eden hastalıkları ve tedavinin olası yararları birlikte değerlendirilir. Sağlık Bakanlığının rehberleri kritik kanama, ameliyat dönemi, dahili hastalıklar, yoğun bakım, gebelik-doğum ile yenidoğan ve pediatri gibi farklı klinik alanlar için ayrı modüller içerir. Amaç, gerekli transfüzyonu engellemek değil, doğru hastaya doğru zamanda ve uygun miktarda kan bileşeni verilmesini sağlamaktır. Yaklaşım hasta güvenliğini ve klinik sonuçları birlikte gözetir.",Hasta kan yönetimi neyi amaçlar ve kan kullanımına ilişkin kararlar nasıl verilir?,Hasta kan yönetimi hastanın kendi kanını korumayı ve gereksiz transfüzyonu azaltmayı hedefler. Transfüzyon kararı da klinik durumla birlikte değerlendirilir.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0136,devfs_b2_med_004,medical,"Sağlık kuruluşlarında meydana gelen hasta düşmeleri yaralanma, sakatlık ve ölüm gibi ciddi sonuçlara yol açabilir. Düşmeler ayrıca hastanede yatış süresini uzatabilir, bakımın zamanında alınmasını güçleştirebilir ve sağlık hizmetinin maliyetini artırabilir. Bu nedenle düşme riskinin değerlendirilmesi, bakım kalitesi ve hasta güvenliğinin önemli bir parçasıdır. Sağlık Bakanlığı tarafından yetişkin ve çocuk hastalar için ayrı düşme riski değerlendirme ölçekleri hazırlanarak sağlık kuruluşlarının kullanımına sunulmuştur. Riskli hastaların belirlenmesi, güvenli çevrenin sürdürülmesi, hasta ve yakınlarının bilgilendirilmesi ve gerçekleşen olayların izlenmesi önleme çalışmalarının parçalarıdır. Düşme oranları, sunulan bakımın kalitesine ilişkin göstergelerden biri olarak değerlendirilebilir. Alınacak önlemler bütün düşmeleri kesin olarak ortadan kaldırmasa da riskin ve ikincil yaralanmaların azaltılmasına yardımcı olur. Gerçekleşen düşmelerin izlenmesi ve nedenlerinin incelenmesi, benzer olayları önlemeye yönelik iyileştirmelerin planlanmasını sağlar.",Sağlık kuruluşlarında hastaların düşme riski nasıl değerlendirilir ve düşmeler nasıl önlenir?,Hasta düşmeleri ciddi zararlara yol açabilir. Yetişkinlerle çocuklar için ayrı risk değerlendirme ölçekleri kullanılabilir.,supported,2,,,,,,,,,,,,,,pending,,
medical_stress_0157,devfs_b3_med_005,medical,"İyonlaştırıcı radyasyon, sağlık hizmetlerinde tanı ve tedavi amacıyla kullanılabilir; ancak kontrolsüz veya gereksiz maruziyet hasta, refakatçi ve çalışanlar açısından zarar riski oluşturur. Radyasyon güvenliğinin amacı, gerekli tıbbi yararı korurken maruziyeti mümkün olan en düşük düzeyde tutmaktır. Bu nedenle işlem öncesinde gereklilik değerlendirilir, uygun cihaz ve çekim tekniği seçilir, koruyucu önlemler uygulanır ve çalışma alanları düzenli biçimde izlenir. Güvenlik yalnız hastayı değil, işlemi gerçekleştiren personeli ve gerektiğinde hastaya eşlik eden kişileri de kapsar. Koruyucu donanım kullanımı, alan sınırlamaları ve doz takibi risk yönetiminin araçlarıdır. Radyasyon güvenliği, tıbben gerekli görüntüleme ve tedavileri bütünüyle engellemek yerine bunların gerekçelendirilmiş ve kontrollü biçimde yapılmasını sağlar. Dozun izlenmesi ve çalışanların koruyucu uygulamalara uyması, maruziyetin değerlendirilmesini ve önleyici tedbirlerin güncellenmesini kolaylaştırır.",Radyasyon güvenliği kimleri korumayı amaçlar ve tıbbi radyasyon kullanımına nasıl yaklaşır?,"Radyasyon güvenliği hasta, refakatçi ve çalışanların gereksiz maruziyetini azaltmayı amaçlar. Gerekli tıbbi işlemlerin kontrollü yapılmasını destekler.",supported,2,,,,,,,,,,,,,,pending,,
